Region;Delegation;Sown Year;Sown Area (khas);Harvested Area (khas);Yield by Delegation (tn/has);Production (kTn);ENSO;Month;PH /HW;Protein;
N CBA;S FRANCISCO;2018;370;362,6;2,2;797,72;EL NIÑO;Nov;78,03566018;13,82645034;
C CBA;VILLA MARIA;2018;232;227,36;2,6;591,136;EL NIÑO;Nov;78,23984623;14,19868189;
NEA;Chaco North;2018;25;24,25;1,9;46,075;EL NIÑO;Nov;79,15;13,8;
C BA;BRAGADO;2018;149;146,02;4;584,08;EL NIÑO;Dec;77,61146916;12,88256737;
C BA;BOLIVAR;2018;100;98;4,1;401,8;EL NIÑO;Dec;74,5;11,6;
SW BA;B BLANCA;2018;100;98;2,2;215,6;EL NIÑO;Dec;80,78218017;9,384481063;
N BA;JUNIN;2018;154;146,3;4,7;687,61;EL NIÑO;Dec;82,1;13,6;
W BA;LINCOLN;2018;215;195,65;4,4;860,86;EL NIÑO;Dec;77,68934355;12,54235835;
N BA;PERGAMINO;2018;210;195,3;4,6;898,38;EL NIÑO;Dec;79,73101353;12,1275627;
SW BA;PIGUE;2018;258;252,84;3,3;834,372;EL NIÑO;Dec;80,93573702;12,93920418;
C BA;SALIQUELLO;2018;114;111,72;3,1;346,332;EL NIÑO;Dec;74,48931794;12,54052819;
SE BA;TANDIL;2018;300;285;4,4;1254;EL NIÑO;Dec;77,12150321;12,76489445;
SE BA;TRES ARROYOS;2018;444;421,8;4;1687,2;EL NIÑO;Dec;79,86889953;12,9562991;
C BA;25 DE MAYO;2018;113;110,74;3,7;409,738;EL NIÑO;Dec;78,6;13,6;
S CBA;LABOULAYE;2018;133;126,35;3;379,05;EL NIÑO;Dec;81,55553855;13,825;
E CBA;M JUAREZ;2018;350;339,5;2,7;916,65;EL NIÑO;Dec;76,68045809;14,07462276;
S CBA;RIO IV;2018;165;156,75;2,1;329,175;EL NIÑO;Dec;79,31503933;14,29094947;
N CBA;S FRANCISCO;2018;370;362,6;2,2;797,72;EL NIÑO;Dec;78,03566018;13,82645034;
C CBA;VILLA MARIA;2018;232;227,36;2,6;591,136;EL NIÑO;Dec;78,23984623;14,19868189;
NEA;Chaco North;2018;25;24,25;1,9;46,075;EL NIÑO;Dec;79,15;13,8;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;April;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;April;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;April;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;April;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;April;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;April;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;April;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;April;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;April;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;April;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;April;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;April;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;April;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;April;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;April;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;April;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;April;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;April;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;April;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;April;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;April;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;April;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;April;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;April;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;April;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;April;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;May;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;May;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;May;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;May;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;May;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;May;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;May;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;May;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;May;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;May;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;May;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;May;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;May;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;May;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;May;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;May;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;May;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;May;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;May;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;May;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;May;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;May;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;May;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;May;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;May;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;May;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;June;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;June;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;June;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;June;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;June;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;June;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;June;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;June;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;June;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;June;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;June;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;June;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;June;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;June;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;June;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;June;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;June;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;June;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;June;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;June;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;June;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;June;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;June;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;June;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;June;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;June;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;Jul;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;Jul;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;Jul;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;Jul;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;Jul;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;Jul;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;Jul;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;Jul;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;Jul;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;Jul;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;Jul;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;Jul;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;Jul;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;Jul;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;Jul;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;Jul;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;Jul;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;Jul;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;Jul;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;Jul;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;Jul;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;Jul;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;Jul;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;Jul;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;Jul;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;Jul;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;Aug;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;Aug;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;Aug;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;Aug;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;Aug;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;Aug;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;Aug;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;Aug;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;Aug;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;Aug;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;Aug;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;Aug;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;Aug;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;Aug;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;Aug;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;Aug;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;Aug;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;Aug;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;Aug;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;Aug;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;Aug;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;Aug;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;Aug;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;Aug;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;Aug;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;Aug;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;Sep;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;Sep;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;Sep;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;Sep;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;Sep;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;Sep;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;Sep;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;Sep;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;Sep;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;Sep;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;Sep;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;Sep;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;Sep;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;Sep;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;Sep;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;Sep;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;Sep;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;Sep;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;Sep;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;Sep;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;Sep;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;Sep;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;Sep;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;Sep;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;Sep;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;Sep;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;Oct;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;Oct;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;Oct;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;Oct;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;Oct;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;Oct;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;Oct;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;Oct;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;Oct;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;Oct;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;Oct;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;Oct;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;Oct;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;Oct;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;Oct;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;Oct;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;Oct;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;Oct;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;Oct;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;Oct;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;Oct;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;Oct;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;Oct;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;Oct;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;Oct;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;Oct;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;Nov;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;Nov;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;Nov;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;Nov;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;Nov;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;Nov;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;Nov;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;Nov;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;Nov;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;Nov;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;Nov;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;Nov;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;Nov;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;Nov;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;Nov;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;Nov;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;Nov;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;Nov;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;Nov;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;Nov;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;Nov;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;Nov;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;Nov;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;Nov;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;Nov;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;Nov;80,24130818;12,31625636;
C BA;BRAGADO;2019;163,9;160,622;3,8;610,3636;NEUTRAL;Dec;80,65544049;10,91812812;
C BA;BOLIVAR;2019;101;97,97;3,6;352,692;NEUTRAL;Dec;78,16666667;10,66666667;
SW BA;B BLANCA;2019;102;96,9;1,2;116,28;NEUTRAL;Dec;72,44259889;12,17351573;
N BA;JUNIN;2019;161,7;158,466;4,2;665,5572;NEUTRAL;Dec;79,30757619;11,65240083;
W BA;LINCOLN;2019;234,5;227,465;4;909,86;NEUTRAL;Dec;79,19840196;11,31710582;
W BA;PEHUAJO;2019;163,0125;154,861875;3,2;495,558;NEUTRAL;Dec;81,2;10,7;
N BA;PERGAMINO;2019;224,7;220,206;4,2;924,8652;NEUTRAL;Dec;79,42265428;10,96755161;
SW BA;PIGUE;2019;245;215,6;1,6;344,96;NEUTRAL;Dec;81,37507594;12,85951903;
C BA;SALIQUELLO;2019;126;110,88;1,8;199,584;NEUTRAL;Dec;82,69813524;12,9485174;
SE BA;TANDIL;2019;335;327,5431481;4,1;1342,926907;NEUTRAL;Dec;77,89778774;10,9749555;
SE BA;TRES ARROYOS;2019;488;478,24;3,3;1578,192;NEUTRAL;Dec;81,06442075;11,10887486;
C BA;25 DE MAYO;2019;113;107,35;3,6;386,46;NEUTRAL;Dec;80,46058014;10,43362808;
S SFE;CASILDA;2019;196,9;194,931;3,8;740,7378;NEUTRAL;Dec;78,11728746;10,83092239;
C SFE;CDA GOMEZ;2019;321,2;317,988;3,8;1208,3544;NEUTRAL;Dec;77,33429152;10,56530758;
N SFE;RAFAELA;2019;369;357,93;3,3;1181,169;NEUTRAL;Dec;80,65347883;10,39847203;
N SFE;AVELLANEDA;2019;100;95;2,6;247;NEUTRAL;Dec;80,83803564;11,41111111;
S SFE;VDO TUERTO;2019;174;168,78;4,1;691,998;NEUTRAL;Dec;79,63333333;11,41111111;
S CBA;LABOULAYE;2019;151;135,9;2,5;339,75;NEUTRAL;Dec;80,14;11,36;
E CBA;M JUAREZ;2019;370;358,9;3,8;1363,82;NEUTRAL;Dec;77,67997556;11,28497121;
S CBA;RIO IV;2019;175;157,5;2;315;NEUTRAL;Dec;79,73095058;11,31829049;
N CBA;S FRANCISCO;2019;400;380;2,9;1102;NEUTRAL;Dec;80,96550663;10,39658503;
C CBA;VILLA MARIA;2019;250;236,3703704;3;709,1111111;NEUTRAL;Dec;79,72219057;10,64164558;
ER;PARANA;2019;167;163,66;2,6;425,516;NEUTRAL;Dec;78,25499923;10,98977194;
ER;ROS DEL TALA;2019;276;270,48;2,75;743,82;NEUTRAL;Dec;76,65000528;11,23861022;
S LP;SANTA ROSA;2019;196;176,4;1,2;211,68;NEUTRAL;Dec;80,53177738;12,0118501;
N LP;GRAL PICO;2019;164,85;148,365;2,2;326,403;NEUTRAL;Dec;80,24130818;12,31625636;
C BA;BRAGADO;2020;167;161,99;4,3;696,557;LA NIÑA;April;79,80945378;10,02970386;
C BA;BOLIVAR;2020;113,3;107,635;4,2;452,067;LA NIÑA;April;61,40090555;10,2214551;
SW BA;B BLANCA;2020;102;98,94;1,7;168,198;LA NIÑA;April;81,9612987;11,14449028;
N BA;JUNIN;2020;169,785;164,69145;4;658,7658;LA NIÑA;April;79,91981999;10,66698228;
